Area ID,Area Name,Battle Type,Doll ID,Type,Name,Level,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Predicted Damage (1-Fairy),Predicted Damage (2-Fairy),Predicted Damage (3-Fairy),Predicted Damage (4-Fairy),Rank
728,Intermediate8,Day,311,SMG,Lusa,100,100,0,10,0,T-Exo (5-Star),HP Round (5-Star),Holographic (5-Star),6192,774,928,1083,1238,16
728,Intermediate8,Day,96,HG,Grizzly,100,100,0,10,0,Auxiliary Sights (5-Star),HP Round (5-Star),Exclusive (5-Star),3864,772,927,1081,1236,17
728,Intermediate8,Day,20154,SG,M500 Mod,117,100,0,1,10,Armor Plate (5-Star),Buckshot Shell (5-Star),Exclusive (5-Star),7653,765,918,1071,1224,18
728,Intermediate8,Day,229,SG,M870,100,100,0,10,0,Armor Plate (5-Star),Buckshot Shell (5-Star),Holographic (5-Star),7644,764,917,1070,1223,19
728,Intermediate8,Day,127,SMG,Type79,100,100,0,6,0,Chip (5-Star),Exclusive (5-Star),Holographic (5-Star),6078,759,911,1063,1215,20
728,Intermediate8,Day,282,SG,DP-12,100,100,0,10,0,Armor Plate (5-Star),Buckshot Shell (5-Star),Holographic (5-Star),7561,756,907,1058,1209,21
728,Intermediate8,Day,160,SG,Saiga-12,100,100,0,5,0,Armor Plate (5-Star),Buckshot Shell (5-Star),Holographic (5-Star),7499,749,899,1049,1199,22
728,Intermediate8,Day,20055,AR,M4A1 Mod,119,200,1,10,10,Optical (5-Star),HV Round (5-Star),Exclusive (5-Star),8492,743,891,1040,1188,23
728,Intermediate8,Day,1028,SMG,Agent Vector,100,100,0,8,0,Chip (5-Star),Exclusive (5-Star),Holographic (5-Star),5916,739,887,1035,1183,24
728,Intermediate8,Day,294,HG,Webley,100,100,0,10,0,Silencer (5-Star),Signal Flare (5-Star),T-Exo (5-Star),3669,733,880,1027,1174,25
728,Intermediate8,Day,20103,SMG,UMP45 Mod,110,100,0,10,0,T-Exo (5-Star),Signal Flare (5-Star),Holographic (5-Star),5827,728,874,1019,1165,26
728,Intermediate8,Day,234,SMG,JS 9,100,100,0,8,0,T-Exo (5-Star),Signal Flare (5-Star),Holographic (5-Star),5823,727,873,1019,1164,27
728,Intermediate8,Day,20101,SMG,UMP9 Mod,110,100,0,5,5,Chip (5-Star),Signal Flare (5-Star),Holographic (5-Star),5815,726,872,1017,1163,28
728,Intermediate8,Day,104,SMG,Gr G36c,100,100,0,10,0,T-Exo (5-Star),Signal Flare (5-Star),Holographic (5-Star),5801,725,870,1015,1160,29
728,Intermediate8,Day,20032,SMG,Micro Uzi Mod,115,100,0,6,4,Chip (5-Star),Signal Flare (5-Star),Holographic (5-Star),5777,722,866,1010,1155,30
728,Intermediate8,Day,250,HG,HS2000,100,100,0,10,0,Auxiliary Sights (5-Star),Signal Flare (5-Star),X-Exo (5-Star),3583,716,859,1003,1146,31
728,Intermediate8,Day,303,HG,HP-35,100,100,0,10,0,Silencer (5-Star),Signal Flare (5-Star),T-Exo (5-Star),3578,715,858,1001,1144,32
728,Intermediate8,Day,272,HG,Desert Eagle,100,100,0,10,0,Auxiliary Sights (5-Star),Signal Flare (5-Star),X-Exo (5-Star),3562,712,854,997,1139,33
728,Intermediate8,Day,4,HG,Python,100,100,0,10,0,Silencer (5-Star),Signal Flare (5-Star),T-Exo (5-Star),3550,710,852,994,1136,34
728,Intermediate8,Day,251,SMG,X95,100,100,0,6,0,T-Exo (5-Star),-,Silencer (5-Star),5446,680,816,953,1089,35
728,Intermediate8,Day,285,HG,C-93,100,100,0,10,0,Auxiliary Sights (5-Star),-,X-Exo (5-Star),3405,681,817,953,1089,36
728,Intermediate8,Day,135,SMG,SR-3MP,100,100,0,8,0,T-Exo (5-Star),-,Silencer (5-Star),5425,678,813,949,1085,37
728,Intermediate8,Day,20,SMG,Vector,100,100,0,10,0,T-Exo (5-Star),-,Silencer (5-Star),5421,677,813,948,1084,38
728,Intermediate8,Day,189,SG,USAS-12,100,100,0,1,0,Armor Plate (5-Star),Slug Shell (5-Star),Optical (5-Star),6728,672,807,941,1076,39
728,Intermediate8,Day,142,HG,Five-seven,100,100,0,10,0,Auxiliary Sights (5-Star),-,X-Exo (5-Star),3351,670,804,938,1072,40
728,Intermediate8,Day,20005,HG,M1895 Mod,115,95,0,7,8,Silencer (5-Star),-,T-Exo (5-Star),3301,660,792,924,1056,41
728,Intermediate8,Day,114,HG,Welrod MkⅡ,100,100,0,4,0,Silencer (5-Star),-,T-Exo (5-Star),3276,655,786,917,1048,42
728,Intermediate8,Day,20122,AR,Gr G11 Mod,116,100,0,10,10,Optical (5-Star),HV Round (5-Star),Exclusive (5-Star),7474,653,784,915,1046,43
728,Intermediate8,Day,1009,HG,El Clear,100,100,0,10,0,Silencer (5-Star),-,T-Exo (5-Star),3221,644,773,901,1030,44
728,Intermediate8,Day,126,HG,NZ75,100,100,0,1,0,Exclusive (5-Star),-,T-Exo (5-Star),3173,634,761,888,1015,45
728,Intermediate8,Day,260,HG,PA-15,100,100,0,4,0,Auxiliary Sights (5-Star),-,T-Exo (5-Star),3170,634,760,887,1014,46
728,Intermediate8,Day,99,HG,Gr Mk23,100,100,0,8,0,Silencer (5-Star),-,T-Exo (5-Star),3139,627,753,878,1004,47
728,Intermediate8,Day,20091,HG,MP-446 Mod,115,100,0,8,4,Silencer (5-Star),-,T-Exo (5-Star),3137,627,752,878,1003,48
728,Intermediate8,Day,20065,AR,416 Mod,117,100,0,10,10,Exclusive (5-Star),HV Round (5-Star),Exclusive (5-Star),7162,626,752,877,1002,49
728,Intermediate8,Day,1025,SG,Triela,100,100,0,1,0,Armor Plate (4-Star),Exclusive (5-Star),Optical (5-Star),6185,618,742,865,989,50
728,Intermediate8,Day,29,SMG,STEN MkⅡ,93,100,0,4,0,T-Exo (5-Star),-,Silencer (5-Star),4895,611,734,856,979,51
728,Intermediate8,Day,212,HG,K5,100,100,0,8,0,Auxiliary Sights (5-Star),-,T-Exo (5-Star),3052,610,732,854,976,52
728,Intermediate8,Day,20002,HG,M1911 Mod,110,100,0,4,4,Silencer (5-Star),-,T-Exo (5-Star),3026,605,726,847,968,53
728,Intermediate8,Day,18,SMG,Ingram,100,100,0,5,0,T-Exo (5-Star),-,Silencer (5-Star),4834,604,725,845,966,54
728,Intermediate8,Day,27,SMG,Skorpion,100,100,0,3,0,Chip (5-Star),-,Silencer (5-Star),4514,564,677,789,902,55
728,Intermediate8,Day,20057,AR,ST AR-15 Mod,120,200,1,10,10,Optical (5-Star),Exclusive (5-Star),Exclusive (5-Star),6253,547,656,765,875,56
728,Intermediate8,Day,1027,AR,Angelica,100,100,0,8,0,Optical (5-Star),HV Round (5-Star),Exclusive (5-Star),6146,537,645,752,860,57
728,Intermediate8,Day,206,AR,AK-12,100,150,1,10,0,Optical (5-Star),HV Round (5-Star),Chip (5-Star),6122,535,642,749,857,58
728,Intermediate8,Day,20053,RF,NTW-20 Mod,115,100,0,9,7,Exclusive (5-Star),Optical (5-Star),Camo Cloak (5-Star),7126,534,641,748,855,59
728,Intermediate8,Day,161,SG,Type97S,100,100,0,1,0,-,Flash Shell (5-Star),Optical (5-Star),5311,531,637,743,849,60
728,Intermediate8,Day,205,AR,AN-94,100,150,1,10,0,Optical (5-Star),HV Round (5-Star),Chip (5-Star),6071,531,637,743,849,61
728,Intermediate8,Day,8,HG,Makarov,100,100,0,4,0,Night Equip (5-Star),-,X-Exo (4-Star),2634,526,632,737,842,62
728,Intermediate8,Day,50,RF,Lee Enfield,100,100,0,10,0,AP Round (5-Star),Exclusive (5-Star),Camo Cloak (5-Star),6968,522,627,731,836,63
728,Intermediate8,Day,266,RF,R93,100,100,0,10,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6957,521,626,730,834,64
728,Intermediate8,Day,1024,RF,Rico,100,100,0,10,0,AP Round (5-Star),Optical (5-Star),Exclusive (5-Star),6907,518,621,725,828,65
728,Intermediate8,Day,6,HG,Tokarev,100,100,0,1,0,Night Equip (5-Star),-,X-Exo (4-Star),2588,517,621,724,828,66
728,Intermediate8,Day,20252,RF,KSVK Mod,118,100,0,4,10,Exclusive (5-Star),Optical (5-Star),Camo Cloak (5-Star),6895,517,620,723,827,67
728,Intermediate8,Day,36,RF,Springfield,100,100,0,1,0,Exclusive (5-Star),Optical (5-Star),Camo Cloak (5-Star),6821,511,613,716,818,68
728,Intermediate8,Day,172,AR,Am RFB,100,100,0,8,0,Exclusive (5-Star),HV Round (5-Star),Chip (5-Star),5818,509,610,712,814,69
728,Intermediate8,Day,20039,RF,Mosin-Nagant Mod,115,100,0,4,5,AP Round (5-Star),Optical (5-Star),Exclusive (5-Star),6736,505,606,707,808,70
728,Intermediate8,Day,20060,AR,AS Val Mod,115,100,0,10,10,Optical (5-Star),Exclusive (5-Star),Chip (5-Star),5768,504,605,706,807,71
728,Intermediate8,Day,215,AR,MDR,100,100,0,4,0,Exclusive (5-Star),HV Round (5-Star),Chip (5-Star),5736,501,602,702,803,72
728,Intermediate8,Day,20037,RF,M14 Mod,112,100,0,8,8,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6674,500,600,700,800,73
728,Intermediate8,Day,48,RF,WA2000,100,100,0,8,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6670,500,600,700,800,74
728,Intermediate8,Day,20095,RF,Type88 Mod,115,100,0,10,10,Exclusive (5-Star),Exclusive (5-Star),Camo Cloak (5-Star),6644,498,597,697,797,75
728,Intermediate8,Day,296,RF,Gr SL8,100,100,0,7,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6622,496,595,695,794,76
728,Intermediate8,Day,257,RF,M200,100,100,0,10,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6586,493,592,691,790,77
728,Intermediate8,Day,198,RF,Carcano M91/38,100,100,0,10,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6552,491,589,687,786,78
728,Intermediate8,Day,274,AR,ACR,100,100,0,8,0,Optical (5-Star),HV Round (5-Star),Chip (5-Star),5606,490,588,686,784,79
728,Intermediate8,Day,292,MG,RPK-16,100,100,0,10,0,Special AP Round (5-Star),Optical (5-Star),Ammo Box (5-Star),12774,479,574,670,766,80
728,Intermediate8,Day,194,AR,K2,100,100,0,8,0,Optical (5-Star),HV Round (5-Star),Chip (5-Star),5466,478,573,669,765,81
728,Intermediate8,Day,270,RF,4 Shiki,100,100,0,9,0,Exclusive (5-Star),Optical (5-Star),Camo Cloak (5-Star),6363,477,572,668,763,82
728,Intermediate8,Day,236,AR,K11,100,100,0,4,0,Night Equip (5-Star),HV Round (5-Star),Chip (5-Star),5408,473,567,662,757,83
728,Intermediate8,Day,130,AR,Type97,100,100,0,3,0,Exclusive (5-Star),HV Round (5-Star),-,4829,422,507,591,676,84
728,Intermediate8,Day,85,MG,PK,90,100,0,5,0,Special AP Round (5-Star),Exclusive (5-Star),Ammo Box (5-Star),10819,405,486,567,649,85
728,Intermediate8,Day,253,MG,Lewis,100,100,0,8,0,Special AP Round (5-Star),-,Ammo Box (5-Star),10738,402,483,563,644,86
728,Intermediate8,Day,20056,AR,M4 SOPMOD II Mod,111,100,0,7,7,Night Equip (5-Star),-,HV Round (5-Star),4598,402,482,563,643,87
728,Intermediate8,Day,148,RF,IWS 2000,100,100,0,6,0,AP Round (5-Star),-,Camo Cloak (5-Star),5254,394,472,551,630,88
728,Intermediate8,Day,197,RF,Carcano M1891,100,100,0,7,0,AP Round (5-Star),-,Camo Cloak (5-Star),5235,392,471,549,628,89
728,Intermediate8,Day,247,RF,K31,100,100,0,3,0,AP Round (5-Star),-,Camo Cloak (5-Star),5215,391,469,547,625,90
728,Intermediate8,Day,20075,MG,M1918 Mod,115,100,0,1,2,Special AP Round (5-Star),-,Exclusive (5-Star),10258,384,461,538,615,91
728,Intermediate8,Day,173,MG,PKP,100,100,0,5,0,Special AP Round (5-Star),-,Ammo Box (5-Star),10245,384,461,537,614,92
728,Intermediate8,Day,109,MG,Gr MG5,100,100,0,6,0,Special AP Round (5-Star),-,Ammo Box (5-Star),9990,374,449,524,599,93
728,Intermediate8,Day,330,AR,FX-05,100,100,0,10,0,Night Equip (5-Star),HV Round (5-Star),-,4245,371,445,520,594,94
728,Intermediate8,Day,62,AR,Gr G41,100,100,0,5,0,Night Equip (5-Star),HV Round (5-Star),-,4232,370,444,518,592,95
728,Intermediate8,Day,118,AR,9A-91,100,100,0,10,0,Night Equip (5-Star),HV Round (5-Star),-,4222,369,443,517,591,96
728,Intermediate8,Day,20081,MG,LWMMG Mod,113,100,0,10,7,Special AP Round (5-Star),-,Ammo Box (5-Star),9835,368,442,516,590,97
728,Intermediate8,Day,275,MG,M1895 CB,100,100,0,10,0,Special AP Round (5-Star),-,Ammo Box (5-Star),9777,366,439,513,586,98
728,Intermediate8,Day,276,MG,Kord,100,100,0,10,0,Special AP Round (5-Star),-,Ammo Box (5-Star),9339,350,420,490,560,99
728,Intermediate8,Day,329,RF,SVCh,70,100,0,4,0,AP Round (5-Star),-,-,3118,233,280,327,374,100
728,Intermediate8,Day,156,SG,Super-Shorty,69,100,0,1,0,-,Flash Shell (5-Star),-,2197,219,263,307,351,101
728,Intermediate8,Day,77,MG,M2HB,90,100,0,4,0,Sniper Round (5-Star),-,Ammo Box (5-Star),5315,199,239,279,318,102
728,Intermediate8,Day,181,AR,T91,70,100,0,3,0,Night Equip (5-Star),-,-,2163,189,227,264,302,103
728,Intermediate8,Day,94,SMG,Type64,48,100,0,1,0,X-Exo (4-Star),-,-,1339,167,200,234,267,104
728,Intermediate8,Day,238,MG,QJY-88,74,100,0,4,0,Sniper Round (5-Star),-,-,3796,142,170,199,227,105
728,Intermediate8,Day,159,SG,RMB-93,36,100,0,1,0,-,-,-,1250,125,150,175,200,106
728,Intermediate8,Day,310,HG,Rex Zero 1,32,100,0,4,0,-,-,-,509,101,122,142,162,107
728,Intermediate8,Day,1029,AR,Agent 416,99,100,0,10,0,Exclusive (5-Star),Exclusive (5-Star),Exclusive (5-Star),1045,91,109,128,146,108
728,Intermediate8,Day,302,SG,Defender,83,90,0,10,0,-,Flash Shell (5-Star),Night Equip (5-Star),918,91,110,128,146,109
728,Intermediate8,Day,339,MG,RPK-203,50,100,0,4,0,-,-,-,1663,62,74,87,99,110
728,Intermediate8,Day,316,RF,General Liu,30,100,0,4,0,-,-,-,714,53,64,74,85,111
728,Intermediate8,Day,337,RF,De Lisle,30,100,0,4,0,-,-,-,671,50,60,70,80,112
728,Intermediate8,Day,171,AR,Ribeyrolles,25,100,0,1,0,-,-,-,528,46,55,64,73,113
728,Intermediate8,Day,338,AR,SIG MCX,30,100,0,4,0,-,-,-,342,29,35,41,47,114
728,Intermediate8,Day,352,SG,Nova,1,50,0,7,0,-,-,-,293,29,35,41,46,115
728,Intermediate8,Day,106,AR,FAL,17,100,0,5,0,-,-,-,288,25,30,35,40,116
728,Intermediate8,Day,351,SG,M26-MASS,1,50,0,1,0,-,-,-,256,25,30,35,40,117
728,Intermediate8,Day,24,SMG,PP-2000,1,50,0,1,0,-,-,-,189,23,28,33,37,118
728,Intermediate8,Day,293,AR,AK-15,1,50,0,8,0,-,-,-,224,19,23,27,31,119
728,Intermediate8,Day,231,RF,M82A1,11,100,0,4,0,-,-,-,257,19,23,26,30,120
728,Intermediate8,Day,1031,RF,Pekola,10,100,0,6,0,-,-,-,247,18,22,25,29,121
728,Intermediate8,Day,34,RF,M1 Garand,1,50,0,1,0,-,-,-,175,13,15,18,21,122
728,Intermediate8,Day,125,MG,Gr MG4,10,100,0,4,0,-,-,-,319,11,14,16,19,123
728,Intermediate8,Day,41,RF,SKS,1,50,0,1,0,-,-,-,162,12,14,17,19,124
733,Advanced3,Day,183,HG,Contender,100,100,0,8,0,Auxiliary Sights (5-Star),AP Round (5-Star),X-Exo (5-Star),4795,959,1150,1342,1534,1
733,Advanced3,Day,20097,HG,M950A Mod,115,100,0,10,10,Exclusive (5-Star),HP Round (5-Star),X-Exo (5-Star),4377,875,1050,1225,1400,2
733,Advanced3,Day,260,HG,PA-15,100,100,0,4,0,Auxiliary Sights (5-Star),HP Round (5-Star),X-Exo (5-Star),3613,867,1040,1213,1387,3
733,Advanced3,Day,20221,HG,GSh-18 Mod,117,100,0,6,6,Auxiliary Sights (5-Star),Exclusive (5-Star),X-Exo (5-Star),4245,849,1018,1188,1358,4
733,Advanced3,Day,188,SG,S.A.T.8,100,100,0,10,0,Armor Plate (5-Star),Buckshot Shell (5-Star),Red Dot (5-Star),8040,804,964,1125,1286,5
733,Advanced3,Day,20053,RF,NTW-20 Mod,115,100,0,9,7,Exclusive (5-Star),Optical (5-Star),Camo Cloak (5-Star),7126,801,962,1122,1282,6
733,Advanced3,Day,323,SG,LTLX7000,100,100,0,10,0,Armor Plate (5-Star),Buckshot Shell (5-Star),Red Dot (5-Star),8007,800,960,1120,1281,7
733,Advanced3,Day,20007,HG,Stechkin Mod,112,100,0,10,4,Auxiliary Sights (5-Star),HP Round (5-Star),X-Exo (5-Star),3971,794,953,1111,1270,8
733,Advanced3,Day,20001,HG,SAA Mod,115,100,0,10,10,Auxiliary Sights (5-Star),HP Round (5-Star),T-Exo (5-Star),3932,786,943,1100,1258,9
733,Advanced3,Day,50,RF,Lee Enfield,100,100,0,10,0,AP Round (5-Star),Exclusive (5-Star),Camo Cloak (5-Star),6968,783,940,1097,1254,10
733,Advanced3,Day,266,RF,R93,100,100,0,10,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6957,782,939,1095,1252,11
733,Advanced3,Day,229,SG,M870,100,100,0,10,0,Armor Plate (5-Star),Buckshot Shell (5-Star),Red Dot (5-Star),7823,782,938,1095,1251,12
733,Advanced3,Day,242,HG,P22,100,100,0,10,0,Auxiliary Sights (5-Star),HP Round (5-Star),X-Exo (5-Star),3902,780,936,1092,1248,13
733,Advanced3,Day,1024,RF,Rico,100,100,0,10,0,AP Round (5-Star),Optical (5-Star),Exclusive (5-Star),6907,777,932,1087,1243,14
733,Advanced3,Day,20252,RF,KSVK Mod,118,100,0,4,10,Exclusive (5-Star),Optical (5-Star),Camo Cloak (5-Star),6895,775,930,1085,1241,15
733,Advanced3,Day,233,HG,Px4 Storm,100,100,0,10,0,Exclusive (5-Star),HP Round (5-Star),X-Exo (5-Star),3872,774,929,1084,1239,16
733,Advanced3,Day,282,SG,DP-12,100,100,0,10,0,Armor Plate (5-Star),Buckshot Shell (5-Star),Red Dot (5-Star),7734,773,928,1082,1237,17
733,Advanced3,Day,96,HG,Grizzly,100,100,0,10,0,Auxiliary Sights (5-Star),HP Round (5-Star),Exclusive (5-Star),3864,772,927,1081,1236,18
733,Advanced3,Day,294,HG,Webley,100,100,0,10,0,Silencer (5-Star),HP Round (5-Star),T-Exo (5-Star),3859,771,926,1080,1234,19
733,Advanced3,Day,250,HG,HS2000,100,100,0,10,0,Auxiliary Sights (5-Star),HP Round (5-Star),X-Exo (5-Star),3839,767,921,1074,1228,20
733,Advanced3,Day,36,RF,Springfield,100,100,0,1,0,Exclusive (5-Star),Optical (5-Star),Camo Cloak (5-Star),6821,767,920,1074,1227,21
733,Advanced3,Day,20154,SG,M500 Mod,117,100,0,1,10,Armor Plate (5-Star),Buckshot Shell (5-Star),Exclusive (5-Star),7653,765,918,1071,1224,22
733,Advanced3,Day,285,HG,C-93,100,100,0,10,0,Auxiliary Sights (5-Star),HP Round (5-Star),X-Exo (5-Star),3805,761,913,1065,1217,23
733,Advanced3,Day,272,HG,Desert Eagle,100,100,0,10,0,Auxiliary Sights (5-Star),HP Round (5-Star),X-Exo (5-Star),3803,760,912,1064,1216,24
733,Advanced3,Day,20039,RF,Mosin-Nagant Mod,115,100,0,4,5,AP Round (5-Star),Optical (5-Star),Exclusive (5-Star),6736,757,909,1060,1212,25
733,Advanced3,Day,20037,RF,M14 Mod,112,100,0,8,8,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6674,750,900,1051,1201,26
733,Advanced3,Day,48,RF,WA2000,100,100,0,8,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6670,750,900,1050,1200,27
733,Advanced3,Day,160,SG,Saiga-12,100,100,0,5,0,Armor Plate (5-Star),Buckshot Shell (5-Star),Holographic (5-Star),7499,749,899,1049,1199,28
733,Advanced3,Day,20095,RF,Type88 Mod,115,100,0,10,10,Exclusive (5-Star),Exclusive (5-Star),Camo Cloak (5-Star),6644,747,896,1046,1195,29
733,Advanced3,Day,296,RF,Gr SL8,100,100,0,7,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6622,744,893,1042,1191,30
733,Advanced3,Day,20055,AR,M4A1 Mod,119,200,1,10,10,Optical (5-Star),HV Round (5-Star),Exclusive (5-Star),8492,743,891,1040,1188,31
733,Advanced3,Day,257,RF,M200,100,100,0,10,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6586,740,889,1037,1185,32
733,Advanced3,Day,198,RF,Carcano M91/38,100,100,0,10,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6552,737,884,1031,1179,33
733,Advanced3,Day,270,RF,4 Shiki,100,100,0,9,0,Exclusive (5-Star),Optical (5-Star),Camo Cloak (5-Star),6363,715,859,1002,1145,34
733,Advanced3,Day,303,HG,HP-35,100,100,0,10,0,Silencer (5-Star),Signal Flare (5-Star),T-Exo (5-Star),3578,715,858,1001,1144,35
733,Advanced3,Day,148,RF,IWS 2000,100,100,0,6,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6316,710,852,994,1136,36
733,Advanced3,Day,4,HG,Python,100,100,0,10,0,Silencer (5-Star),Signal Flare (5-Star),T-Exo (5-Star),3550,710,852,994,1136,37
733,Advanced3,Day,247,RF,K31,100,100,0,3,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6301,708,850,992,1134,38
733,Advanced3,Day,197,RF,Carcano M1891,100,100,0,7,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6258,704,844,985,1126,39
733,Advanced3,Day,189,SG,USAS-12,100,100,0,1,0,Armor Plate (5-Star),Buckshot Shell (5-Star),Holographic (5-Star),7034,703,844,984,1125,40
733,Advanced3,Day,162,SG,SPAS-12,100,100,0,2,0,Armor Plate (5-Star),Buckshot Shell (5-Star),Holographic (5-Star),6966,696,835,975,1114,41
733,Advanced3,Day,20005,HG,M1895 Mod,115,95,0,7,8,Silencer (5-Star),Signal Flare (5-Star),T-Exo (5-Star),3437,687,824,962,1099,42
733,Advanced3,Day,142,HG,Five-seven,100,100,0,10,0,Auxiliary Sights (5-Star),Signal Flare (5-Star),T-Exo (5-Star),3428,685,822,959,1096,43
733,Advanced3,Day,114,HG,Welrod MkⅡ,100,100,0,4,0,Silencer (5-Star),Signal Flare (5-Star),T-Exo (5-Star),3411,682,818,955,1091,44
733,Advanced3,Day,1009,HG,El Clear,100,100,0,10,0,Silencer (5-Star),Signal Flare (5-Star),T-Exo (5-Star),3357,671,805,939,1074,45
733,Advanced3,Day,126,HG,NZ75,100,100,0,1,0,Exclusive (5-Star),Signal Flare (5-Star),T-Exo (5-Star),3308,661,793,926,1058,46
733,Advanced3,Day,99,HG,Gr Mk23,100,100,0,8,0,Silencer (5-Star),Signal Flare (5-Star),T-Exo (5-Star),3277,655,786,917,1048,47
733,Advanced3,Day,20091,HG,MP-446 Mod,115,100,0,8,4,Silencer (5-Star),Signal Flare (5-Star),T-Exo (5-Star),3274,654,785,916,1047,48
733,Advanced3,Day,20122,AR,Gr G11 Mod,116,100,0,10,10,Optical (5-Star),HV Round (5-Star),Exclusive (5-Star),7474,653,784,915,1046,49
733,Advanced3,Day,1025,SG,Triela,100,100,0,1,0,Armor Plate (4-Star),Exclusive (5-Star),Holographic (5-Star),6461,646,775,904,1033,50
733,Advanced3,Day,212,HG,K5,100,100,0,8,0,Auxiliary Sights (5-Star),Signal Flare (5-Star),T-Exo (5-Star),3187,637,764,892,1019,51
733,Advanced3,Day,20065,AR,416 Mod,117,100,0,10,10,Exclusive (5-Star),HV Round (5-Star),Exclusive (5-Star),7162,626,752,877,1002,52
733,Advanced3,Day,46,RF,Kar98k,100,100,0,8,0,AP Round (5-Star),Optical (5-Star),-,5561,625,750,875,1000,53
733,Advanced3,Day,184,RF,T-5000,100,100,0,6,0,AP Round (5-Star),Optical (5-Star),-,5484,616,740,863,987,54
733,Advanced3,Day,20002,HG,M1911 Mod,110,100,0,4,4,Silencer (5-Star),-,T-Exo (5-Star),3026,605,726,847,968,55
733,Advanced3,Day,6,HG,Tokarev,100,100,0,1,0,Silencer (5-Star),-,T-Exo (5-Star),2920,584,700,817,934,56
733,Advanced3,Day,8,HG,Makarov,100,100,0,4,0,Silencer (5-Star),-,T-Exo (5-Star),2834,566,680,793,906,57
733,Advanced3,Day,206,AR,AK-12,100,150,1,10,0,Holographic (5-Star),HV Round (5-Star),Chip (5-Star),6446,564,676,789,902,58
733,Advanced3,Day,3,HG,M9,100,100,0,1,0,Silencer (5-Star),-,T-Exo (5-Star),2813,562,675,787,900,59
733,Advanced3,Day,205,AR,AN-94,100,150,1,10,0,Holographic (5-Star),HV Round (5-Star),Chip (5-Star),6371,557,668,780,891,60
733,Advanced3,Day,161,SG,Type97S,100,100,0,1,0,-,Buckshot Shell (5-Star),Holographic (5-Star),5482,548,657,767,877,61
733,Advanced3,Day,20057,AR,ST AR-15 Mod,120,200,1,10,10,Optical (5-Star),Exclusive (5-Star),Exclusive (5-Star),6253,547,656,765,875,62
733,Advanced3,Day,20051,RF,FF FN49 Mod,110,100,0,5,5,Sniper Round (5-Star),Optical (5-Star),-,4858,546,655,765,874,63
733,Advanced3,Day,10,HG,PPK,100,100,0,5,0,Silencer (5-Star),-,T-Exo (5-Star),2699,539,647,755,863,64
733,Advanced3,Day,1027,AR,Angelica,100,100,0,8,0,Optical (5-Star),HV Round (5-Star),Exclusive (5-Star),6146,537,645,752,860,65
733,Advanced3,Day,20060,AR,AS Val Mod,115,100,0,10,10,Holographic (5-Star),Exclusive (5-Star),Chip (5-Star),6136,536,644,751,859,66
733,Advanced3,Day,213,SMG,C-MS,100,100,0,10,0,Chip (5-Star),Sniper Round (5-Star),Holographic (5-Star),7157,536,644,751,858,67
733,Advanced3,Day,13,HG,Type92,100,100,0,1,0,Silencer (5-Star),-,T-Exo (5-Star),2667,533,640,746,853,68
733,Advanced3,Day,9,HG,P38,100,100,0,1,0,Silencer (5-Star),-,T-Exo (5-Star),2629,525,630,736,841,69
733,Advanced3,Day,274,AR,ACR,100,100,0,8,0,Holographic (5-Star),HV Round (5-Star),Chip (5-Star),5968,522,626,731,835,70
733,Advanced3,Day,194,AR,K2,100,100,0,8,0,Holographic (5-Star),HV Round (5-Star),Chip (5-Star),5843,511,613,715,818,71
733,Advanced3,Day,172,AR,Am RFB,100,100,0,8,0,Exclusive (5-Star),HV Round (5-Star),Chip (5-Star),5818,509,610,712,814,72
733,Advanced3,Day,20143,SMG,RO635 Mod,115,98,0,10,10,Exclusive (5-Star),-,Holographic (5-Star),6749,506,607,708,809,73
733,Advanced3,Day,20026,SMG,Gr MP5 Mod,115,100,0,10,10,Exclusive (5-Star),-,Exclusive (5-Star),6738,505,606,707,808,74
733,Advanced3,Day,236,AR,K11,100,100,0,4,0,Holographic (5-Star),HV Round (5-Star),Chip (5-Star),5763,504,605,705,806,75
733,Advanced3,Day,215,AR,MDR,100,100,0,4,0,Exclusive (5-Star),HV Round (5-Star),Chip (5-Star),5736,501,602,702,803,76
733,Advanced3,Day,62,AR,Gr G41,100,100,0,5,0,Holographic (5-Star),HV Round (5-Star),Chip (5-Star),5611,490,589,687,785,77
