Datetime,Mission ID,Mission,Mission Attempt,Doll Type,Doll Name,Doll Rarity,Doll Core,Equip Type,Equip Name,Equip Rarity
2022-01-08 13:43:03,128,mission-10000128,82,RF,VM59,2,0,,,
2022-01-08 13:43:45,128,mission-10000128,82,SMG,Type64,2,0,,,
2022-01-08 13:44:10,128,mission-10000128,82,MG,DP28,2,0,,,
2022-01-08 13:44:23,128,mission-10000128,82,HG,MP-446,2,0,,,
2022-01-08 13:57:41,128,mission-10000128,83,HG,Tokarev,3,1,,,
2022-01-08 13:58:04,128,mission-10000128,83,SMG,MP40,2,0,,,
2022-01-08 13:58:29,128,mission-10000128,83,MG,FG42,2,0,,,
2022-01-08 13:58:52,128,mission-10000128,83,HG,PPK,2,0,,,
2022-01-08 13:59:17,128,mission-10000128,83,SMG,PPS-43,3,1,,,
2022-01-08 13:59:30,128,mission-10000128,83,AR,Type63,2,0,,,
2022-01-08 14:05:57,128,mission-10000128,84,SMG,PPSh-41,2,0,,,
2022-01-08 14:06:20,128,mission-10000128,84,SMG,MP40,2,0,,,
2022-01-08 14:06:43,128,mission-10000128,84,SMG,m45,2,0,,,
2022-01-08 14:07:06,128,mission-10000128,84,SMG,MP40,2,0,,,
2022-01-08 14:07:31,128,mission-10000128,84,SMG,IDW,2,0,,,
2022-01-08 14:07:44,128,mission-10000128,84,AR,Type63,2,0,,,
2022-01-08 14:08:55,128,mission-10000128,85,HG,Gr USPCompact,2,0,,,
2022-01-08 14:09:18,128,mission-10000128,85,MG,DP28,2,0,,,
2022-01-08 14:09:42,128,mission-10000128,85,SMG,PPSh-41,2,0,,,
2022-01-08 14:10:07,128,mission-10000128,85,AR,L85A1,2,0,,,
2022-01-08 14:10:21,128,mission-10000128,85,MG,FG42,2,0,,,
2022-01-08 14:11:06,128,mission-10000128,86,AR,SIG-510,2,0,,,
2022-01-08 14:11:29,128,mission-10000128,86,HG,P08,3,1,,,
2022-01-08 14:11:53,128,mission-10000128,86,SMG,PPSh-41,2,0,,,
2022-01-08 14:12:16,128,mission-10000128,86,SMG,PPSh-41,2,0,,,
2022-01-08 14:12:42,128,mission-10000128,86,AR,SIG-510,2,0,,,
2022-01-08 14:12:55,128,mission-10000128,86,SMG,Type64,2,0,,,
2022-01-08 14:57:07,128,mission-10000128,87,SMG,STEN MkⅡ,3,1,,,
2022-01-08 14:57:30,128,mission-10000128,87,RF,SVT-38,2,0,,,
2022-01-08 14:57:54,128,mission-10000128,87,RF,M1 Garand,3,1,,,
2022-01-08 14:58:17,128,mission-10000128,87,AR,L85A1,2,0,,,
2022-01-08 14:58:43,128,mission-10000128,87,SMG,MP40,2,0,,,
2022-01-08 14:58:56,128,mission-10000128,87,AR,Type63,2,0,,,
2022-01-08 15:03:21,128,mission-10000128,88,AR,Type63,2,0,,,
2022-01-08 15:03:45,128,mission-10000128,88,AR,SIG-510,2,0,,,
2022-01-08 15:04:08,128,mission-10000128,88,MG,FG42,2,0,,,
2022-01-08 15:04:34,128,mission-10000128,88,RF,VM59,2,0,,,
2022-01-08 15:04:47,128,mission-10000128,88,HG,MP-446,2,0,,,
2022-01-08 15:07:44,128,mission-10000128,89,AR,L85A1,2,0,,,
2022-01-08 15:08:26,128,mission-10000128,89,SMG,Type64,2,0,,,
2022-01-08 15:08:52,128,mission-10000128,89,SMG,PPSh-41,2,0,,,
2022-01-08 15:09:05,128,mission-10000128,89,AR,L85A1,2,0,,,
2022-01-08 15:10:18,128,mission-10000128,90,AR,OTs-12,3,1,,,
2022-01-08 15:10:41,128,mission-10000128,90,MG,DP28,2,0,,,
2022-01-08 15:11:05,128,mission-10000128,90,AR,SIG-510,2,0,,,
2022-01-08 15:11:29,128,mission-10000128,90,HG,PPK,2,0,,,
2022-01-08 15:11:54,128,mission-10000128,90,SMG,PPSh-41,2,0,,,
2022-01-08 15:12:07,128,mission-10000128,90,HG,MP-446,2,0,,,
2022-01-08 15:16:17,128,mission-10000128,91,RF,VM59,2,0,,,
2022-01-08 15:16:41,128,mission-10000128,91,AR,StG44,3,1,,,
2022-01-08 15:17:05,128,mission-10000128,91,HG,MP-446,2,0,,,
2022-01-08 15:17:32,128,mission-10000128,91,SMG,MP40,2,0,,,
2022-01-08 15:17:46,128,mission-10000128,91,HG,MP-446,2,0,,,
2022-01-08 15:20:47,128,mission-10000128,92,RF,VM59,2,0,,,
2022-01-08 15:21:30,128,mission-10000128,92,HG,P08,3,1,,,
2022-01-08 15:21:55,128,mission-10000128,92,AR,SIG-510,2,0,,,
2022-01-08 15:22:08,128,mission-10000128,92,MG,Bren,3,1,,,
2022-01-08 18:48:16,128,mission-10000128,93,HG,M1895,2,0,,,
2022-01-08 18:48:39,128,mission-10000128,93,SMG,IDW,2,0,,,
2022-01-08 18:49:22,128,mission-10000128,93,SMG,Type64,2,0,,,
2022-01-08 18:49:48,128,mission-10000128,93,SMG,PPS-43,3,1,,,
2022-01-08 18:50:01,128,mission-10000128,93,AR,SIG-510,2,0,,,
2022-01-08 18:53:31,128,mission-10000128,94,SMG,PPS-43,3,1,,,
2022-01-08 18:53:54,128,mission-10000128,94,HG,Gr USPCompact,2,0,,,
2022-01-08 18:54:18,128,mission-10000128,94,AR,SIG-510,2,0,,,
2022-01-08 18:54:41,128,mission-10000128,94,HG,MP-446,2,0,,,
2022-01-08 18:55:06,128,mission-10000128,94,RF,G43,2,0,,,
2022-01-08 18:55:19,128,mission-10000128,94,MG,DP28,2,0,,,
2022-01-09 15:08:21,128,mission-10000128,95,HG,M1895,2,0,,,
2022-01-09 15:08:45,128,mission-10000128,95,HG,Gr USPCompact,2,0,,,
2022-01-09 15:09:09,128,mission-10000128,95,HG,Gr USPCompact,2,0,,,
2022-01-09 15:09:34,128,mission-10000128,95,SMG,PPS-43,3,1,,,
2022-01-09 15:10:00,128,mission-10000128,95,HG,Gr USPCompact,2,0,,,
2022-01-09 15:10:13,128,mission-10000128,95,HG,Type92,3,1,,,
2022-01-09 15:11:19,128,mission-10000128,96,SMG,Type64,2,0,,,
2022-01-09 15:11:43,128,mission-10000128,96,HG,Tokarev,3,1,,,
2022-01-09 15:12:07,128,mission-10000128,96,HG,M1895,2,0,,,
2022-01-09 15:12:31,128,mission-10000128,96,HG,Tokarev,3,1,,,
2022-01-09 15:12:57,128,mission-10000128,96,HG,MP-446,2,0,,,
2022-01-09 15:13:10,128,mission-10000128,96,AR,L85A1,2,0,,,
2022-01-09 15:15:14,128,mission-10000128,97,MG,FG42,2,0,,,
2022-01-09 15:15:38,128,mission-10000128,97,AR,SIG-510,2,0,,,
2022-01-09 15:16:03,128,mission-10000128,97,HG,Gr USPCompact,2,0,,,
2022-01-09 15:16:27,128,mission-10000128,97,SMG,m45,2,0,,,
2022-01-09 15:16:53,128,mission-10000128,97,AR,Type63,2,0,,,
2022-01-09 15:17:07,128,mission-10000128,97,RF,G43,2,0,,,
2022-01-09 15:20:07,10992,mission-10010992,19,RF,SKS,2,0,,,
2022-01-09 15:21:02,10992,mission-10010992,19,SMG,M38,2,0,,,
2022-01-09 15:21:28,10992,mission-10010992,19,SMG,M38,2,0,,,
2022-01-09 15:21:44,10992,mission-10010992,19,AR,FF F2000,2,0,,,
2022-01-09 15:28:08,10992,mission-10010992,20,SMG,Spectre M4,2,0,,,
2022-01-09 15:28:34,10992,mission-10010992,20,HG,Bren Ten,2,0,,,
2022-01-09 15:29:00,10992,mission-10010992,20,SMG,M38,2,0,,,
2022-01-09 15:29:27,10992,mission-10010992,20,HG,FF FNP9,2,0,,,
2022-01-09 15:29:53,10992,mission-10010992,20,AR,Galil,2,0,,,
2022-01-09 15:30:09,10992,mission-10010992,20,HG,FF FNP9,2,0,,,
2022-01-09 15:31:15,10992,mission-10010992,21,SMG,M38,2,0,,,
2022-01-09 15:32:10,10992,mission-10010992,21,RF,SKS,2,0,,,
2022-01-09 15:32:36,10992,mission-10010992,21,SMG,Spectre M4,2,0,,,
2022-01-09 15:33:02,10992,mission-10010992,21,SMG,M38,2,0,,,
2022-01-09 15:33:18,10992,mission-10010992,21,SMG,Type64,2,0,,,
2022-01-09 15:36:23,128,mission-10000128,98,HG,M9,3,1,,,
2022-01-09 15:36:46,128,mission-10000128,98,MG,FG42,2,0,,,
2022-01-09 15:37:11,128,mission-10000128,98,AR,OTs-12,3,1,,,
2022-01-09 15:37:34,128,mission-10000128,98,SMG,IDW,2,0,,,
2022-01-09 15:38:01,128,mission-10000128,98,AR,L85A1,2,0,,,
2022-01-09 15:38:14,128,mission-10000128,98,SMG,IDW,2,0,,,
2022-01-09 15:39:11,128,mission-10000128,99,SMG,m45,2,0,,,
2022-01-09 15:39:35,128,mission-10000128,99,AR,L85A1,2,0,,,
2022-01-09 15:40:17,128,mission-10000128,99,RF,G43,2,0,,,
2022-01-09 15:40:44,128,mission-10000128,99,HG,M1895,2,0,,,
2022-01-09 15:40:57,128,mission-10000128,99,MG,DP28,2,0,,,
2022-01-09 15:42:15,128,mission-10000128,100,AR,SIG-510,2,0,,,
2022-01-09 15:42:38,128,mission-10000128,100,HG,M1895,2,0,,,
2022-01-09 15:43:03,128,mission-10000128,100,AR,StG44,3,1,,,
2022-01-09 15:43:27,128,mission-10000128,100,HG,MP-446,2,0,,,
2022-01-09 15:43:53,128,mission-10000128,100,MG,FG42,2,0,,,
2022-01-09 15:44:06,128,mission-10000128,100,SMG,PPSh-41,2,0,,,
2022-01-09 17:34:12,128,mission-10000128,101,MG,DP28,2,0,,,
2022-01-09 17:34:36,128,mission-10000128,101,MG,Bren,3,1,,,
2022-01-09 17:35:00,128,mission-10000128,101,RF,G43,2,0,,,
2022-01-09 17:35:26,128,mission-10000128,101,HG,M1895,2,0,,,
2022-01-09 17:35:40,128,mission-10000128,101,HG,Gr USPCompact,2,0,,,
2022-01-09 17:36:34,128,mission-10000128,102,SMG,MP40,2,0,,,
2022-01-09 17:36:58,128,mission-10000128,102,SMG,m45,2,0,,,
2022-01-09 17:37:21,128,mission-10000128,102,SMG,IDW,2,0,,,
2022-01-09 17:37:45,128,mission-10000128,102,MG,FG42,2,0,,,
2022-01-09 17:38:10,128,mission-10000128,102,SMG,MP40,2,0,,,
2022-01-09 17:38:24,128,mission-10000128,102,AR,Type63,2,0,,,
2022-01-09 17:39:26,128,mission-10000128,103,SMG,m45,2,0,,,
2022-01-09 17:39:50,128,mission-10000128,103,HG,Gr USPCompact,2,0,,,
2022-01-09 17:40:33,128,mission-10000128,103,AR,Type63,2,0,,,
2022-01-09 17:40:58,128,mission-10000128,103,HG,Gr USPCompact,2,0,,,
2022-01-09 17:41:11,128,mission-10000128,103,SMG,PPSh-41,2,0,,,
2022-01-09 20:55:23,128,mission-10000128,104,AR,StG44,3,1,,,
2022-01-09 20:56:05,128,mission-10000128,104,HG,Gr USPCompact,2,0,,,
2022-01-09 20:56:30,128,mission-10000128,104,HG,M9,3,1,,,
2022-01-09 20:56:43,128,mission-10000128,104,RF,SVT-38,2,0,,,
2022-01-09 20:58:39,128,mission-10000128,105,HG,MP-446,2,0,,,
2022-01-09 20:59:02,128,mission-10000128,105,RF,SVT-38,2,0,,,
2022-01-09 20:59:26,128,mission-10000128,105,SMG,m45,2,0,,,
2022-01-09 20:59:50,128,mission-10000128,105,RF,SVT-38,2,0,,,
2022-01-09 21:00:16,128,mission-10000128,105,AR,OTs-12,3,1,,,
2022-01-09 21:00:30,128,mission-10000128,105,SMG,m45,2,0,,,
2022-01-09 21:01:34,128,mission-10000128,106,SMG,MP40,2,0,,,
2022-01-09 21:02:16,128,mission-10000128,106,SMG,MP40,2,0,,,
2022-01-09 21:02:42,128,mission-10000128,106,MG,DP28,2,0,,,
2022-01-09 21:02:55,128,mission-10000128,106,RF,G43,2,0,,,
2022-01-10 11:59:04,128,mission-10000128,107,SMG,IDW,2,0,,,
2022-01-10 11:59:28,128,mission-10000128,107,HG,M1895,2,0,,,
2022-01-10 12:00:10,128,mission-10000128,107,SMG,PPSh-41,2,0,,,
2022-01-10 12:00:36,128,mission-10000128,107,AR,StG44,3,1,,,
2022-01-10 12:00:49,128,mission-10000128,107,HG,Gr USPCompact,2,0,,,
2022-01-10 12:02:17,128,mission-10000128,108,SMG,IDW,2,0,,,
2022-01-10 12:02:41,128,mission-10000128,108,SMG,IDW,2,0,,,
2022-01-10 12:03:04,128,mission-10000128,108,AR,L85A1,2,0,,,
2022-01-10 12:03:28,128,mission-10000128,108,AR,L85A1,2,0,,,
2022-01-10 12:03:41,128,mission-10000128,108,MG,DP28,2,0,,,
2022-01-10 12:04:35,128,mission-10000128,109,HG,M1895,2,0,,,
2022-01-10 12:04:59,128,mission-10000128,109,SMG,m45,2,0,,,
2022-01-10 12:05:22,128,mission-10000128,109,HG,MP-446,2,0,,,
2022-01-10 12:05:46,128,mission-10000128,109,SMG,Type64,2,0,,,
2022-01-10 12:06:11,128,mission-10000128,109,AR,Type63,2,0,,,
2022-01-10 12:06:25,128,mission-10000128,109,AR,StG44,3,1,,,
2022-01-10 12:07:49,128,mission-10000128,110,SMG,MP40,2,0,,,
2022-01-10 12:08:12,128,mission-10000128,110,HG,M1895,2,0,,,
2022-01-10 12:08:35,128,mission-10000128,110,RF,VM59,2,0,,,
2022-01-10 12:09:00,128,mission-10000128,110,HG,M9,3,1,,,
2022-01-10 12:09:13,128,mission-10000128,110,SMG,IDW,2,0,,,
2022-01-10 12:10:24,128,mission-10000128,111,MG,FG42,2,0,,,
2022-01-10 12:10:48,128,mission-10000128,111,HG,PPK,2,0,,,
2022-01-10 12:11:11,128,mission-10000128,111,SMG,IDW,2,0,,,
2022-01-10 12:11:38,128,mission-10000128,111,HG,M1895,2,0,,,
2022-01-10 12:11:51,128,mission-10000128,111,SMG,IDW,2,0,,,
2022-01-10 12:13:25,128,mission-10000128,112,HG,MP-446,2,0,,,
2022-01-10 12:13:48,128,mission-10000128,112,SMG,MP40,2,0,,,
2022-01-10 12:14:12,128,mission-10000128,112,HG,M1895,2,0,,,
2022-01-10 12:14:35,128,mission-10000128,112,SMG,IDW,2,0,,,
2022-01-10 12:14:59,128,mission-10000128,112,RF,G43,2,0,,,
2022-01-10 12:15:12,128,mission-10000128,112,MG,FG42,2,0,,,
2022-01-10 13:14:14,128,mission-10000128,113,SMG,PPSh-41,2,0,,,
2022-01-10 13:14:38,128,mission-10000128,113,HG,PPK,2,0,,,
2022-01-10 13:15:02,128,mission-10000128,113,SMG,MP40,2,0,,,
2022-01-10 13:15:25,128,mission-10000128,113,HG,M1895,2,0,,,
2022-01-10 13:15:51,128,mission-10000128,113,MG,DP28,2,0,,,
2022-01-10 13:16:00,128,mission-10000128,113,SMG,m45,2,0,,,
2022-01-10 13:16:46,128,mission-10000128,114,AR,SIG-510,2,0,,,
2022-01-10 13:17:10,128,mission-10000128,114,AR,Type63,2,0,,,
2022-01-10 13:17:33,128,mission-10000128,114,SMG,m45,2,0,,,
2022-01-10 13:17:56,128,mission-10000128,114,HG,M1895,2,0,,,
2022-01-10 13:18:17,128,mission-10000128,114,HG,M1895,2,0,,,
2022-01-10 13:18:30,128,mission-10000128,114,HG,Gr USPCompact,2,0,,,
2022-01-10 13:20:11,128,mission-10000128,115,AR,Type63,2,0,,,
2022-01-10 13:20:36,128,mission-10000128,115,RF,SVT-38,2,0,,,
2022-01-10 13:20:59,128,mission-10000128,115,SMG,PPSh-41,2,0,,,
2022-01-10 13:21:24,128,mission-10000128,115,RF,G43,2,0,,,
2022-01-10 13:21:38,128,mission-10000128,115,SMG,Type64,2,0,,,
2022-01-10 13:23:44,128,mission-10000128,116,HG,M1895,2,0,,,
2022-01-10 13:24:07,128,mission-10000128,116,HG,PPK,2,0,,,
2022-01-10 13:24:31,128,mission-10000128,116,MG,DP28,2,0,,,
2022-01-10 13:24:54,128,mission-10000128,116,RF,SVT-38,2,0,,,
2022-01-10 13:25:19,128,mission-10000128,116,SMG,MP40,2,0,,,
2022-01-10 13:25:33,128,mission-10000128,116,HG,Gr USPCompact,2,0,,,
2022-01-10 13:26:42,128,mission-10000128,117,HG,PPK,2,0,,,
2022-01-10 13:27:06,128,mission-10000128,117,AR,SIG-510,2,0,,,
2022-01-10 13:27:30,128,mission-10000128,117,RF,VM59,2,0,,,
2022-01-10 13:27:54,128,mission-10000128,117,RF,VM59,2,0,,,
2022-01-10 13:28:19,128,mission-10000128,117,SMG,Type64,2,0,,,
2022-01-10 13:28:32,128,mission-10000128,117,RF,VM59,2,0,,,
2022-01-10 13:29:30,128,mission-10000128,118,MG,Bren,3,1,,,
2022-01-10 13:29:54,128,mission-10000128,118,MG,FG42,2,0,,,
2022-01-10 13:30:17,128,mission-10000128,118,HG,Gr USPCompact,2,0,,,
2022-01-10 13:30:40,128,mission-10000128,118,HG,M1895,2,0,,,
2022-01-10 13:31:06,128,mission-10000128,118,HG,MP-446,2,0,,,
2022-01-10 13:31:19,128,mission-10000128,118,HG,M1895,2,0,,,
2022-01-10 13:32:10,128,mission-10000128,119,MG,DP28,2,0,,,
2022-01-10 13:32:34,128,mission-10000128,119,AR,Type63,2,0,,,
2022-01-10 13:32:58,128,mission-10000128,119,RF,G43,2,0,,,
2022-01-10 13:33:21,128,mission-10000128,119,AR,Type63,2,0,,,
2022-01-10 13:33:46,128,mission-10000128,119,SMG,PPSh-41,2,0,,,
2022-01-10 13:34:00,128,mission-10000128,119,AR,L85A1,2,0,,,
2022-01-10 13:37:31,128,mission-10000128,120,RF,VM59,2,0,,,
2022-01-10 13:37:54,128,mission-10000128,120,HG,PPK,2,0,,,
2022-01-10 13:38:18,128,mission-10000128,120,SMG,MP40,2,0,,,
2022-01-10 13:38:43,128,mission-10000128,120,AR,L85A1,2,0,,,
2022-01-10 13:38:56,128,mission-10000128,120,SMG,Type64,2,0,,,
2022-01-10 13:41:29,128,mission-10000128,121,RF,VM59,2,0,,,
2022-01-10 13:41:53,128,mission-10000128,121,HG,PPK,2,0,,,
2022-01-10 13:42:17,128,mission-10000128,121,HG,M9,3,1,,,
2022-01-10 13:42:41,128,mission-10000128,121,RF,SV-98,3,1,,,
2022-01-10 13:43:06,128,mission-10000128,121,HG,Gr USPCompact,2,0,,,
2022-01-10 13:43:19,128,mission-10000128,121,HG,Tokarev,3,1,,,
2022-01-10 14:04:51,128,mission-10000128,122,MG,FG42,2,0,,,
2022-01-10 14:05:15,128,mission-10000128,122,HG,M1895,2,0,,,
2022-01-10 14:05:39,128,mission-10000128,122,SMG,PPSh-41,2,0,,,
2022-01-10 14:06:02,128,mission-10000128,122,RF,G43,2,0,,,
2022-01-10 14:06:27,128,mission-10000128,122,SMG,Type64,2,0,,,
2022-01-10 14:06:40,128,mission-10000128,122,RF,G43,2,0,,,
2022-01-10 14:09:33,10992,mission-10010992,22,SMG,Type64,2,0,,,
2022-01-10 14:10:27,10992,mission-10010992,22,AR,FF F2000,2,0,,,
2022-01-10 14:10:54,10992,mission-10010992,22,SMG,Spectre M4,2,0,,,
2022-01-10 14:11:21,10992,mission-10010992,22,AR,Gr G3,2,0,,,
2022-01-10 14:11:37,10992,mission-10010992,22,HG,Bren Ten,2,0,,,
2022-01-10 14:13:37,10992,mission-10010992,23,HG,Bren Ten,2,0,,,
2022-01-10 14:14:27,10992,mission-10010992,23,SMG,PP-2000,2,0,,,
2022-01-10 14:14:54,10992,mission-10010992,23,HG,FF FNP9,2,0,,,
2022-01-10 14:15:10,10992,mission-10010992,23,MG,LWMMG,2,0,,,
2022-01-10 14:16:43,10992,mission-10010992,24,AR,Galil,2,0,,,
2022-01-10 14:17:10,10992,mission-10010992,24,MG,LWMMG,2,0,,,
2022-01-10 14:17:37,10992,mission-10010992,24,HG,P38,2,0,,,
2022-01-10 14:17:53,10992,mission-10010992,24,HG,FF FNP9,2,0,,,
2022-01-10 14:32:46,10992,mission-10010992,25,AR,FF F2000,2,0,,,
2022-01-10 14:33:13,10992,mission-10010992,25,MG,LWMMG,2,0,,,
2022-01-10 14:33:38,10992,mission-10010992,25,AR,FF F2000,2,0,,,
2022-01-10 14:34:04,10992,mission-10010992,25,HG,FF FNP9,2,0,,,
2022-01-10 14:34:31,10992,mission-10010992,25,RF,SKS,2,0,,,
2022-01-10 14:34:47,10992,mission-10010992,25,MG,MG34,2,0,,,
2022-01-10 14:35:41,10992,mission-10010992,26,MG,MG34,2,0,,,
2022-01-10 14:36:07,10992,mission-10010992,26,SMG,Spectre M4,2,0,,,
2022-01-10 14:36:32,10992,mission-10010992,26,HG,M1911,2,0,,,
2022-01-10 14:36:59,10992,mission-10010992,26,HG,M1911,2,0,,,
2022-01-10 14:37:24,10992,mission-10010992,26,SMG,PP-2000,2,0,,,
2022-01-10 14:37:40,10992,mission-10010992,26,SMG,M3,2,0,,,
2022-01-10 14:53:31,10992,mission-10010992,27,RF,SKS,2,0,,,
2022-01-10 14:53:57,10992,mission-10010992,27,AR,Galil,2,0,,,
2022-01-10 14:54:22,10992,mission-10010992,27,RF,SKS,2,0,,,
2022-01-10 14:54:49,10992,mission-10010992,27,SMG,M38,2,0,,,
2022-01-10 14:55:16,10992,mission-10010992,27,HG,M1911,2,0,,,
2022-01-10 14:55:32,10992,mission-10010992,27,MG,MG34,2,0,,,
2022-01-11 23:23:58,128,mission-10000128,123,SMG,PPSh-41,2,0,,,
2022-01-11 23:24:21,128,mission-10000128,123,SMG,Type64,2,0,,,
2022-01-11 23:24:45,128,mission-10000128,123,RF,SVT-38,2,0,,,
2022-01-11 23:25:08,128,mission-10000128,123,AR,Type63,2,0,,,
2022-01-11 23:25:34,128,mission-10000128,123,HG,MP-446,2,0,,,
2022-01-11 23:25:47,128,mission-10000128,123,SMG,IDW,2,0,,,
2022-01-11 23:27:05,128,mission-10000128,124,AR,Type63,2,0,,,
2022-01-11 23:27:29,128,mission-10000128,124,MG,DP28,2,0,,,
2022-01-11 23:27:52,128,mission-10000128,124,AR,L85A1,2,0,,,
2022-01-11 23:28:16,128,mission-10000128,124,AR,SIG-510,2,0,,,
2022-01-11 23:28:41,128,mission-10000128,124,RF,M1 Garand,3,1,,,
2022-01-11 23:28:54,128,mission-10000128,124,SMG,MP40,2,0,,,
2022-01-11 23:35:30,128,mission-10000128,125,MG,FG42,2,0,,,
2022-01-11 23:35:54,128,mission-10000128,125,SMG,IDW,2,0,,,
2022-01-11 23:36:37,128,mission-10000128,125,HG,MP-446,2,0,,,
2022-01-11 23:37:02,128,mission-10000128,125,SMG,m45,2,0,,,
2022-01-11 23:37:16,128,mission-10000128,125,RF,SVT-38,2,0,,,
2022-01-12 00:22:04,128,mission-10000128,126,HG,Gr USPCompact,2,0,,,
2022-01-12 00:22:28,128,mission-10000128,126,SMG,m45,2,0,,,
2022-01-12 00:22:51,128,mission-10000128,126,SMG,Type64,2,0,,,
2022-01-12 00:23:16,128,mission-10000128,126,RF,SVT-38,2,0,,,
2022-01-12 00:23:29,128,mission-10000128,126,SMG,MP40,2,0,,,
2022-01-12 00:32:09,128,mission-10000128,127,MG,Bren,3,1,,,
2022-01-12 00:32:33,128,mission-10000128,127,SMG,Type64,2,0,,,
2022-01-12 00:32:57,128,mission-10000128,127,RF,VM59,2,0,,,
2022-01-12 00:33:20,128,mission-10000128,127,HG,Gr USPCompact,2,0,,,
2022-01-12 00:33:46,128,mission-10000128,127,HG,PPK,2,0,,,
2022-01-12 00:33:59,128,mission-10000128,127,HG,M1895,2,0,,,
2022-01-12 00:35:51,128,mission-10000128,128,MG,DP28,2,0,,,
2022-01-12 00:36:15,128,mission-10000128,128,SMG,PPSh-41,2,0,,,
2022-01-12 00:36:39,128,mission-10000128,128,RF,SVT-38,2,0,,,
2022-01-12 00:37:04,128,mission-10000128,128,SMG,IDW,2,0,,,
2022-01-12 00:37:17,128,mission-10000128,128,SMG,m45,2,0,,,
2022-01-12 00:38:34,128,mission-10000128,129,SMG,MP40,2,0,,,
2022-01-12 00:38:58,128,mission-10000128,129,RF,SVT-38,2,0,,,
2022-01-12 00:39:22,128,mission-10000128,129,AR,SIG-510,2,0,,,
2022-01-12 00:39:48,128,mission-10000128,129,SMG,IDW,2,0,,,
2022-01-12 00:40:02,128,mission-10000128,129,AR,Type63,2,0,,,
2022-01-12 00:41:44,128,mission-10000128,130,AR,L85A1,2,0,,,
2022-01-12 00:42:08,128,mission-10000128,130,SMG,PPS-43,3,1,,,
2022-01-12 00:42:32,128,mission-10000128,130,HG,PPK,2,0,,,
2022-01-12 00:42:55,128,mission-10000128,130,SMG,IDW,2,0,,,
2022-01-12 00:43:19,128,mission-10000128,130,HG,M1895,2,0,,,
2022-01-12 00:43:33,128,mission-10000128,130,HG,PPK,2,0,,,
2022-01-12 00:45:23,128,mission-10000128,131,RF,SV-98,3,1,,,
2022-01-12 00:45:47,128,mission-10000128,131,HG,M1895,2,0,,,
2022-01-12 00:46:30,128,mission-10000128,131,SMG,MP40,2,0,,,
2022-01-12 00:46:55,128,mission-10000128,131,HG,PPK,2,0,,,
2022-01-12 00:47:09,128,mission-10000128,131,AR,SIG-510,2,0,,,
2022-01-12 00:48:09,128,mission-10000128,132,RF,SV-98,3,1,,,
2022-01-12 00:48:32,128,mission-10000128,132,AR,SIG-510,2,0,,,
2022-01-12 00:48:56,128,mission-10000128,132,RF,SVT-38,2,0,,,
2022-01-12 00:49:20,128,mission-10000128,132,RF,SVT-38,2,0,,,
2022-01-12 00:49:45,128,mission-10000128,132,RF,SV-98,3,1,,,
2022-01-12 00:49:59,128,mission-10000128,132,SMG,Type64,2,0,,,
2022-01-12 00:51:38,128,mission-10000128,133,SMG,m45,2,0,,,
2022-01-12 00:52:03,128,mission-10000128,133,SMG,IDW,2,0,,,
2022-01-12 00:52:27,128,mission-10000128,133,MG,FG42,2,0,,,
2022-01-12 00:52:53,128,mission-10000128,133,RF,VM59,2,0,,,
2022-01-12 00:53:07,128,mission-10000128,133,AR,SIG-510,2,0,,,
2022-01-12 00:54:59,128,mission-10000128,134,AR,Type63,2,0,,,
2022-01-12 00:55:23,128,mission-10000128,134,SMG,MP40,2,0,,,
2022-01-12 00:56:05,128,mission-10000128,134,HG,PPK,2,0,,,
2022-01-12 00:56:30,128,mission-10000128,134,HG,PPK,2,0,,,
2022-01-12 00:56:43,128,mission-10000128,134,SMG,IDW,2,0,,,
2022-01-12 00:58:13,128,mission-10000128,135,SMG,PPSh-41,2,0,,,
2022-01-12 00:58:36,128,mission-10000128,135,MG,FG42,2,0,,,
2022-01-12 00:59:19,128,mission-10000128,135,HG,Gr USPCompact,2,0,,,
2022-01-12 00:59:44,128,mission-10000128,135,RF,SVT-38,2,0,,,
2022-01-12 00:59:58,128,mission-10000128,135,SMG,PPSh-41,2,0,,,
2022-01-12 01:00:53,128,mission-10000128,136,HG,M9,3,1,,,
2022-01-12 01:01:17,128,mission-10000128,136,AR,SIG-510,2,0,,,
2022-01-12 01:01:40,128,mission-10000128,136,AR,OTs-12,3,1,,,
2022-01-12 01:02:04,128,mission-10000128,136,SMG,IDW,2,0,,,
2022-01-12 01:02:30,128,mission-10000128,136,AR,L85A1,2,0,,,
2022-01-12 01:02:43,128,mission-10000128,136,SMG,PPSh-41,2,0,,,
2022-01-12 01:06:29,128,mission-10000128,137,HG,Gr USPCompact,2,0,,,
2022-01-12 01:06:52,128,mission-10000128,137,HG,P08,3,1,,,
2022-01-12 01:07:16,128,mission-10000128,137,SMG,PPSh-41,2,0,,,
2022-01-12 01:07:40,128,mission-10000128,137,AR,Type63,2,0,,,
2022-01-12 01:08:05,128,mission-10000128,137,MG,DP28,2,0,,,
2022-01-12 01:08:19,128,mission-10000128,137,RF,G43,2,0,,,
2022-01-12 01:09:22,128,mission-10000128,138,RF,SVT-38,2,0,,,
2022-01-12 01:09:45,128,mission-10000128,138,AR,StG44,3,1,,,
2022-01-12 01:10:27,128,mission-10000128,138,HG,M1895,2,0,,,
