Area ID,Area Name,Battle Type,Doll ID,Type,Name,Level,MOD,Link,Max HP,Crit.Rate,Crit.Damage,Armor Pen.,Damage,Accuracy,Evasion,Rate of Fire,Armor,Rounds,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Score Prediction (1-Fairy),Score Prediction (2-Fairy),Score Prediction (3-Fairy),Score Prediction (4-Fairy),Rank
836,Adv.6,Night,1023,SMG,Henrietta,100,0,5,950,5%,150%,8,41,16,131,93,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),SF Taclight (Acc) (5-Star),5512,895,1074,1253,1433,41
836,Adv.6,Night,311,SMG,Lusa,100,0,5,1025,5%,150%,8,40,14,116,94,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),SF Taclight (Acc) (5-Star),5411,879,1055,1231,1406,42
836,Adv.6,Night,315,SMG,AUG Para,100,0,5,925,5%,150%,8,40,16,131,88,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),SF Taclight (Acc) (5-Star),5384,874,1049,1224,1399,43
836,Adv.6,Night,1019,SMG,Dorothy Haze,100,0,5,880,5%,150%,8,47,17,139,79,0,0,150,1,10,0,T Exo (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),SF Taclight (Acc) (5-Star),5384,874,1049,1224,1399,44
836,Adv.6,Night,20032,SMG,Micro Uzi Mod,120,3,5,885,5%,150%,8,37,14,131,104,0,0,100,0,10,10,T Exo (Body) (5-Star),HP (Ammo) (5-Star),SF Taclight (Acc) (5-Star),5348,869,1042,1216,1390,45
836,Adv.6,Night,234,SMG,JS 9,100,0,5,900,25%,150%,8,38,16,136,89,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Supp (Silencer) (5-Star),5251,853,1023,1194,1365,46
836,Adv.6,Night,135,SMG,SR-3MP,100,0,5,970,5%,150%,8,52,33,116,90,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),5222,848,1018,1188,1357,47
836,Adv.6,Night,27,SMG,Skorpion,100,0,5,795,25%,150%,8,35,14,133,95,0,0,100,0,1,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Supp (Silencer) (5-Star),4325,843,1012,1180,1349,48
836,Adv.6,Night,28,SMG,Gr MP7,100,0,5,990,25%,150%,8,41,14,118,91,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Supp (Silencer) (5-Star),5177,841,1009,1177,1346,49
836,Adv.6,Night,20136,SMG,PP-19 Mod,107,1,5,935,25%,150%,8,38,15,127,91,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Supp (Silencer) (5-Star),5176,841,1009,1177,1345,50
836,Adv.6,Night,1028,SMG,Agent Vector,100,0,5,925,25%,150%,8,41,12,120,101,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),Supp (Silencer) (5-Star),4941,802,963,1124,1284,51
836,Adv.6,Night,203,SMG,Honey Badger,100,0,5,990,25%,150%,8,65,14,108,82,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),Supp (Silencer) (5-Star),4905,797,956,1115,1275,52
836,Adv.6,Night,333,SMG,VP1915,100,0,5,1015,25%,150%,8,42,13,100,91,0,0,100,0,10,0,X Exo (Body) (5-Star),HP (Ammo) (5-Star),Supp (Silencer) (5-Star),4758,773,927,1082,1237,53
836,Adv.6,Night,20029,SMG,STEN MkⅡ Mod,100,1,5,950,25%,150%,8,45,17,109,86,0,0,100,0,10,0,X Exo (Body) (5-Star),HP (Ammo) (5-Star),Supp (Silencer) (5-Star),4748,771,925,1080,1234,54
836,Adv.6,Night,127,SMG,Type79,100,0,5,970,25%,150%,15,59,13,104,84,0,0,100,0,10,0,X Exo (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),Supp (Silencer) (5-Star),4735,769,923,1077,1231,55
836,Adv.6,Night,251,SMG,X95,100,0,5,970,25%,150%,8,51,14,101,90,0,0,100,0,10,0,X Exo (Body) (5-Star),HP (Ammo) (5-Star),Supp (Silencer) (5-Star),4646,754,905,1056,1207,56
836,Adv.6,Night,364,SMG,MPK,100,0,5,925,25%,150%,15,32,14,109,78,0,0,100,0,10,0,X Exo (Body) (5-Star),-,Supp (Silencer) (5-Star),4580,744,893,1041,1190,57
836,Adv.6,Night,20,SMG,Vector,100,0,5,925,25%,150%,15,32,12,105,101,0,0,100,0,10,0,X Exo (Body) (5-Star),-,Supp (Silencer) (5-Star),4525,735,882,1029,1176,58
836,Adv.6,Night,20094,SMG,Type64 Mod,106,1,5,890,25%,150%,15,30,13,112,93,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),-,Supp (Silencer) (5-Star),4516,733,880,1027,1174,59
836,Adv.6,Night,363,SMG,MPL,100,0,5,925,25%,150%,15,33,14,106,78,0,0,100,0,10,0,X Exo (Body) (5-Star),-,Supp (Silencer) (5-Star),4503,731,878,1024,1170,60
836,Adv.6,Night,18,SMG,Ingram,100,0,5,880,40%,150%,15,30,12,112,87,0,0,100,0,10,0,X Exo (Body) (5-Star),-,Sp. Eq (Exclusive) (5-Star),4427,719,863,1007,1151,61
836,Adv.6,Night,286,SMG,K-PDW,100,0,5,900,25%,150%,15,35,15,105,81,0,0,100,0,10,0,X Exo (Body) (5-Star),-,Supp (Silencer) (5-Star),4392,713,856,999,1141,62
836,Adv.6,Night,20114,HG,Welrod MkⅡ Mod,120,3,5,410,60%,150%,15,33,79,138,52,5,0,100,0,10,10,Supp (Silencer) (5-Star),-,Sp. Eq (Exclusive) (5-Star),3797,664,797,930,1063,63
836,Adv.6,Night,20161,SG,Type97S Mod,115,3,5,1345,40%,172%,15,53,44,17,27,33,3,100,0,10,10,Sp. Eq (Exclusive) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),7487,655,786,917,1048,64
836,Adv.6,Night,1034,SG,Minos,100,0,5,1430,40%,172%,15,56,49,15,24,33,4,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Sp. Eq (Exclusive) (5-Star),7449,651,782,912,1042,65
836,Adv.6,Night,1029,AR,Agent 416,100,0,5,605,20%,150%,15,74,79,67,75,0,0,100,0,10,0,Red Dot (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),3318,622,746,870,995,66
836,Adv.6,Night,20159,SG,RMB-93 Mod,115,3,5,1235,40%,172%,15,50,43,15,28,35,4,100,0,10,10,Sp. Eq (Exclusive) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),7051,616,740,863,987,67
836,Adv.6,Night,323,SG,LTLX7000,100,0,5,1375,40%,172%,15,40,45,10,27,36,5,97,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),7027,614,737,860,983,68
836,Adv.6,Night,188,SG,S.A.T.8,100,0,5,1410,40%,172%,15,46,44,11,32,33,4,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),6837,598,717,837,957,69
836,Adv.6,Night,164,SG,FP-6,100,0,5,1300,40%,172%,15,48,44,11,27,35,4,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),6695,585,702,820,937,70
836,Adv.6,Night,20154,SG,M500 Mod,119,3,5,1355,40%,196%,15,50,43,10,29,33,4,100,0,10,10,Plate (Body) (5-Star),Buck (Shell) (5-Star),Sp. Eq (Exclusive) (5-Star),6681,584,701,818,935,71
836,Adv.6,Night,20152,SG,M1897 Mod,115,3,5,1345,40%,150%,15,56,56,10,25,33,4,100,0,10,10,Plate (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),Red Dot (Acc) (5-Star),6674,583,700,817,934,72
836,Adv.6,Night,324,SG,M6 ASW,100,0,5,1300,40%,172%,15,56,46,13,27,33,4,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),6664,583,699,816,932,73
836,Adv.6,Night,151,SG,M1887,100,0,5,1375,40%,172%,15,56,43,11,21,33,4,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),6649,581,698,814,930,74
836,Adv.6,Night,118,AR,9A-91,100,0,5,580,20%,150%,15,60,82,53,102,0,0,100,0,10,0,Red Dot (Acc) (5-Star),-,Sp. Eq (Exclusive) (5-Star),3098,580,697,813,929,75
836,Adv.6,Night,163,SG,AA-12,100,0,5,1345,40%,150%,15,47,63,10,38,33,5,100,0,10,0,Plate (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),Red Dot (Acc) (5-Star),6638,580,696,813,929,76
836,Adv.6,Night,20061,AR,StG44 Mod,115,3,5,645,40%,150%,15,85,52,49,66,0,0,100,0,10,10,Supp (Silencer) (5-Star),Sp. Eq (Exclusive) (5-Star),-,3084,578,693,809,925,77
836,Adv.6,Night,160,SG,Saiga-12,100,0,5,1320,40%,150%,15,39,63,10,35,34,5,100,0,10,0,Plate (Body) (5-Star),Slug (Shell) (5-Star),Sp. Eq (Exclusive) (5-Star),6589,576,691,807,922,78
836,Adv.6,Night,1022,SG,Dana Zane,100,0,5,1345,40%,150%,15,54,50,12,22,33,1,100,0,10,0,Sp. Eq (Exclusive) (5-Star),Slug (Shell) (5-Star),EOT (Holographic) (5-Star),6570,574,689,804,919,79
836,Adv.6,Night,229,SG,M870,100,0,5,1320,40%,150%,15,43,48,11,25,34,4,100,0,10,0,Plate (Body) (5-Star),Flash (Shell) (5-Star),EOT (Holographic) (5-Star),6561,574,688,803,918,80
836,Adv.6,Night,1017,HG,Jill Stingray,100,0,5,400,20%,150%,15,32,56,146,55,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),3009,526,631,737,842,81
836,Adv.6,Night,72,AR,TAR-21,100,0,5,525,40%,150%,15,67,51,77,89,0,0,100,0,1,0,Supp (Silencer) (5-Star),-,Sp. Eq (Exclusive) (5-Star),2788,522,627,731,836,82
836,Adv.6,Night,183,HG,Contender,100,0,5,330,70%,150%,195,49,110,87,44,0,0,100,0,10,0,RMR (Acc) (5-Star),AP (Ammo) (5-Star),-,2967,519,623,726,830,83
836,Adv.6,Night,20007,HG,Stechkin Mod,120,3,5,425,60%,150%,15,34,58,103,66,0,0,100,0,10,10,Sp. Eq (Exclusive) (5-Star),-,Sp. Eq (Exclusive) (5-Star),2948,515,619,722,825,84
836,Adv.6,Night,1018,HG,Sei Asagiri,100,0,5,425,40%,150%,15,32,62,125,53,0,0,100,0,10,0,Supp (Silencer) (5-Star),-,Sp. Eq (Exclusive) (5-Star),2913,509,611,713,815,85
836,Adv.6,Night,20221,HG,GSh-18 Mod,120,3,5,370,50%,150%,50,51,76,95,61,0,0,100,0,10,10,RMR (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),-,2894,506,607,709,810,86
836,Adv.6,Night,96,HG,Grizzly,100,0,5,430,40%,150%,15,40,54,110,54,0,0,100,0,10,0,Supp (Silencer) (5-Star),-,Sp. Eq (Exclusive) (5-Star),2780,486,583,681,778,87
836,Adv.6,Night,4,HG,Python,100,0,5,350,70%,150%,8,62,106,87,49,0,0,100,0,10,0,RMR (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),-,2615,457,549,640,732,88
836,Adv.6,Night,157,SG,Am KSG,100,0,5,1265,40%,150%,15,39,48,13,26,24,5,100,0,10,0,-,Flash (Shell) (5-Star),EOT (Holographic) (5-Star),5098,446,535,624,713,89
836,Adv.6,Night,20002,HG,M1911 Mod,115,3,5,370,50%,150%,8,47,74,81,58,0,0,100,0,10,10,RMR (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),-,2544,445,534,623,712,90
836,Adv.6,Night,282,SG,DP-12,100,0,5,1265,40%,150%,15,41,48,14,26,23,5,100,0,10,0,-,Flash (Shell) (5-Star),EOT (Holographic) (5-Star),5069,443,532,620,709,91
836,Adv.6,Night,351,SG,M26-MASS,100,0,5,1265,40%,150%,15,45,50,15,26,22,5,100,0,10,0,-,Flash (Shell) (5-Star),EOT (Holographic) (5-Star),5063,443,531,620,708,92
836,Adv.6,Night,281,SG,CAWS,100,0,5,1235,40%,150%,15,40,47,14,31,23,5,100,0,10,0,-,Flash (Shell) (5-Star),EOT (Holographic) (5-Star),5001,437,525,612,700,93
836,Adv.6,Night,350,SG,FO-12,100,0,5,1280,40%,150%,15,40,48,12,32,23,5,100,0,10,0,-,Flash (Shell) (5-Star),EOT (Holographic) (5-Star),4992,436,524,611,698,94
836,Adv.6,Night,352,SG,Nova,100,0,5,1320,40%,150%,15,41,48,17,25,19,7,100,0,10,0,-,Flash (Shell) (5-Star),EOT (Holographic) (5-Star),4931,431,517,604,690,95
836,Adv.6,Night,162,SG,SPAS-12,100,0,5,1375,88%,150%,15,35,32,10,32,21,4,100,0,10,0,-,Flash (Shell) (5-Star),Optical (Acc) (5-Star),4722,413,495,578,661,96
836,Adv.6,Night,1025,SG,Triela,100,0,5,1265,88%,150%,15,39,33,13,26,21,4,100,0,10,0,-,Flash (Shell) (5-Star),Optical (Acc) (5-Star),4688,410,492,574,656,97
836,Adv.6,Night,153,SG,M37,100,0,5,1265,40%,150%,15,43,63,13,26,22,4,100,0,1,0,-,Flash (Shell) (5-Star),Sp. Eq (Exclusive) (5-Star),4639,405,487,568,649,98
836,Adv.6,Night,165,SG,M1014,100,0,5,1375,88%,150%,15,33,33,12,32,21,4,100,0,1,0,-,Flash (Shell) (5-Star),Optical (Acc) (5-Star),4612,403,484,564,645,99
836,Adv.6,Night,302,SG,Defender,100,0,5,1235,88%,150%,15,40,34,18,27,18,8,100,0,10,0,-,Flash (Shell) (5-Star),Optical (Acc) (5-Star),4611,403,484,564,645,100
836,Adv.6,Night,156,SG,Super-Shorty,100,0,5,1210,88%,140%,15,30,15,20,42,20,3,100,0,1,0,-,Birdshot (Shell) (5-Star),Optical (Acc) (5-Star),4468,390,469,547,625,101
836,Adv.6,Night,299,SG,HSM10,100,0,5,1235,88%,140%,15,36,14,13,39,21,4,100,0,10,0,-,Birdshot (Shell) (5-Star),Optical (Acc) (5-Star),4398,384,461,538,615,102
836,Adv.6,Night,158,SG,KS-23,100,0,5,1375,88%,140%,15,42,10,11,37,21,3,100,0,1,0,-,Birdshot (Shell) (5-Star),Optical (Acc) (5-Star),4360,381,457,534,610,103
836,Adv.6,Night,20125,MG,Gr MG4 Mod,115,3,5,925,40%,150%,615,96,75,35,139,0,15,100,0,10,10,Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),MG Box (Body) (5-Star),7390,369,443,517,591,104
836,Adv.6,Night,20075,MG,M1918 Mod,119,3,5,805,35%,150%,515,105,66,36,108,0,14,100,0,10,10,SLAP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),6025,301,361,421,482,105
836,Adv.6,Night,20081,MG,LWMMG Mod,116,3,5,885,35%,150%,515,110,63,24,87,0,15,100,0,10,10,SLAP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),MG Box (Body) (5-Star),5757,287,345,402,460,106
836,Adv.6,Night,263,MG,Gr MG36,100,0,5,910,35%,150%,515,90,56,36,124,0,15,100,0,10,0,SLAP (Ammo) (5-Star),RMR (Acc) (5-Star),MG Box (Body) (5-Star),5625,281,337,393,450,107
836,Adv.6,Night,253,MG,Lewis,100,0,5,950,35%,150%,515,108,53,31,111,0,15,100,0,10,0,SLAP (Ammo) (5-Star),RMR (Acc) (5-Star),MG Box (Body) (5-Star),5584,279,335,390,446,108
836,Adv.6,Night,292,MG,RPK-16,100,0,5,825,35%,150%,515,90,59,36,124,0,15,100,0,10,0,SLAP (Ammo) (5-Star),RMR (Acc) (5-Star),MG Box (Body) (5-Star),5580,279,334,390,446,109
836,Adv.6,Night,79,MG,FF M249SAW,100,0,5,785,60%,150%,515,83,57,38,134,0,14,100,0,10,0,SLAP (Ammo) (5-Star),RMR (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),5530,276,331,387,442,110
836,Adv.6,Night,112,MG,Negev,100,0,5,870,35%,150%,515,89,57,36,134,0,14,100,0,10,0,SLAP (Ammo) (5-Star),RMR (Acc) (5-Star),MG Box (Body) (5-Star),5499,274,329,384,439,111
836,Adv.6,Night,80,MG,M1919A4,100,0,5,910,35%,160%,515,101,60,22,94,0,14,100,0,10,0,SLAP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),MG Box (Body) (5-Star),5301,265,318,371,424,112
836,Adv.6,Night,238,MG,QJY-88,100,0,5,825,53%,150%,515,91,45,37,121,0,10,100,0,10,0,SLAP (Ammo) (5-Star),Optical (Acc) (5-Star),MG Bipod (Body) (5-Star),4766,238,285,333,381,113
836,Adv.6,Night,339,MG,RPK-203,100,0,5,825,53%,150%,515,96,36,36,119,0,14,100,0,10,0,SLAP (Ammo) (5-Star),Optical (Acc) (5-Star),MG Box (Body) (5-Star),4645,232,278,325,371,114
836,Adv.6,Night,20089,MG,Bren Mod,110,2,5,880,53%,150%,515,101,35,29,98,0,13,100,0,10,10,SLAP (Ammo) (5-Star),Optical (Acc) (5-Star),MG Box (Body) (5-Star),4567,228,274,319,365,115
836,Adv.6,Night,1021,MG,Alma Armas,100,0,5,975,53%,150%,515,100,33,23,124,0,15,100,0,10,0,SLAP (Ammo) (5-Star),Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),4550,227,273,318,364,116
836,Adv.6,Night,307,MG,ZB-26,100,0,5,910,53%,150%,515,105,32,31,111,0,14,100,0,10,0,SLAP (Ammo) (5-Star),Optical (Acc) (5-Star),MG Box (Body) (5-Star),4517,225,271,316,361,117
836,Adv.6,Night,178,SMG,F1,50,0,3,474,5%,150%,15,19,9,36,66,0,0,100,0,1,0,-,-,-,1217,197,237,276,316,118
836,Adv.6,Night,20039,RF,Mosin-Nagant Mod,117,3,5,450,90%,180%,195,172,100,47,31,0,0,100,0,10,10,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),3905,195,234,273,312,119
836,Adv.6,Night,20053,RF,NTW-20 Mod,120,3,5,475,88%,175%,195,189,87,33,32,0,0,100,0,10,10,Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),3768,188,226,263,301,120
836,Adv.6,Night,20252,RF,KSVK Mod,120,3,5,455,88%,175%,195,184,92,33,32,0,0,100,0,10,10,Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),3709,185,222,259,296,121
836,Adv.6,Night,208,MG,HMG21,100,0,5,845,53%,150%,195,97,31,33,135,0,15,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),MG Box (Body) (5-Star),3662,183,219,256,292,122
836,Adv.6,Night,261,RF,QBU-88,100,0,5,420,88%,175%,195,133,92,44,42,0,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),3641,182,218,254,291,123
836,Adv.6,Night,173,MG,PKP,100,0,5,825,53%,150%,195,100,33,29,127,0,15,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),MG Box (Body) (5-Star),3610,180,216,252,288,124
836,Adv.6,Night,266,RF,R93,100,0,5,405,88%,175%,195,140,102,36,39,0,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),3581,179,214,250,286,125
836,Adv.6,Night,84,MG,RPD,100,0,5,825,53%,150%,195,93,36,34,121,0,13,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),3580,179,214,250,286,126
836,Adv.6,Night,20037,RF,M14 Mod,120,3,5,430,88%,175%,195,117,88,30,44,0,0,100,0,10,10,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),3517,175,211,246,281,127
836,Adv.6,Night,85,MG,PK,100,0,5,950,55%,150%,195,111,28,23,84,0,16,100,0,10,0,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),MG Box (Body) (5-Star),3500,175,210,245,280,128
836,Adv.6,Night,20095,RF,Type88 Mod,115,3,5,520,90%,175%,195,133,72,40,37,0,0,100,0,10,10,Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),3456,172,207,241,276,129
836,Adv.6,Night,329,RF,SVCh,100,0,5,435,88%,175%,135,162,102,32,35,0,0,100,0,10,0,SNIP (Ammo) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),3401,170,204,238,272,130
836,Adv.6,Night,316,RF,General Liu,100,0,5,400,88%,175%,135,156,93,32,40,0,0,100,0,10,0,SNIP (Ammo) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),3408,170,204,238,272,131
836,Adv.6,Night,1024,RF,Rico,100,0,5,400,88%,195%,135,153,88,37,37,0,0,150,1,10,0,SNIP (Ammo) (5-Star),Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),3405,170,204,238,272,132
836,Adv.6,Night,1031,RF,Pekola,100,0,5,440,88%,195%,135,143,84,42,37,0,0,100,0,10,0,SNIP (Ammo) (5-Star),Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),3397,169,203,237,271,133
836,Adv.6,Night,345,MG,MG338,100,0,5,870,53%,150%,135,120,28,26,125,0,14,100,0,10,0,SNIP (Ammo) (5-Star),Optical (Acc) (5-Star),MG Box (Body) (5-Star),3399,169,203,237,271,134
836,Adv.6,Night,20049,RF,Type56R Mod,115,3,5,475,88%,175%,195,126,74,39,37,0,0,100,0,10,10,Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),3311,165,198,231,264,135
836,Adv.6,Night,270,RF,4 Shiki,100,0,5,420,88%,175%,195,128,78,39,39,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),3151,157,189,220,252,136
836,Adv.6,Night,137,SMG,PP-19-01,31,0,3,381,5%,150%,15,17,7,30,68,0,0,100,0,1,0,-,-,-,968,157,188,220,251,137
836,Adv.6,Night,36,RF,Springfield,100,0,5,420,88%,175%,210,135,76,42,42,0,0,100,0,1,0,Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),3109,155,186,217,248,138
836,Adv.6,Night,191,SMG,M12,31,0,3,396,5%,150%,15,16,7,27,60,0,0,100,0,1,0,-,-,-,950,154,185,216,247,139
836,Adv.6,Night,209,SMG,OTs-39,31,0,3,372,5%,150%,15,17,7,31,59,0,0,100,0,1,0,-,-,-,950,154,185,216,247,140
836,Adv.6,Night,328,SMG,AR-57,31,0,3,360,5%,150%,15,16,7,32,73,0,0,100,0,1,0,-,-,-,950,154,185,216,247,141
836,Adv.6,Night,276,MG,Kord,100,0,5,990,53%,150%,15,115,24,21,110,0,14,95,0,10,0,-,Optical (Acc) (5-Star),MG Box (Body) (5-Star),3055,152,183,213,244,142
836,Adv.6,Night,267,SMG,MP41,31,0,3,381,5%,150%,15,18,7,26,60,0,0,100,0,1,0,-,-,-,914,148,178,207,237,143
836,Adv.6,Night,257,RF,M200,100,0,5,440,88%,175%,15,153,101,33,34,0,0,100,0,10,0,-,Optical (Acc) (5-Star),Cape (Body) (5-Star),2936,146,176,205,234,144
836,Adv.6,Night,204,RF,Ballista,100,0,5,410,88%,175%,15,146,97,37,36,0,0,100,0,10,0,-,Optical (Acc) (5-Star),Cape (Body) (5-Star),2903,145,174,203,232,145
836,Adv.6,Night,20044,RF,SV-98 Mod,115,3,5,430,88%,175%,15,140,84,31,37,0,0,100,0,10,10,-,Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),2881,144,172,201,230,146
836,Adv.6,Night,1020,RF,Stella Hoshii,100,0,5,450,88%,180%,15,123,89,38,38,0,0,100,0,10,0,-,Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),2816,140,168,197,225,147
836,Adv.6,Night,88,MG,MG3,100,0,5,990,53%,150%,15,65,18,21,130,0,40,100,0,10,0,-,Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),2821,141,169,197,225,148
836,Adv.6,Night,317,RF,Mondragon M1908,100,0,5,420,88%,195%,15,118,78,36,41,0,0,100,0,10,0,-,Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),2705,135,162,189,216,149
836,Adv.6,Night,335,AR,Fedorov Avtomat,31,0,3,216,20%,150%,15,34,25,20,46,0,0,100,0,1,0,-,-,-,645,120,145,169,193,150
836,Adv.6,Night,258,AR,Magal,31,0,3,228,20%,150%,15,28,20,18,54,0,0,100,0,1,0,-,-,-,630,118,141,165,189,151
836,Adv.6,Night,265,AR,Gr HK33,30,0,3,204,20%,150%,15,29,21,19,57,0,0,100,0,1,0,-,-,-,605,113,136,158,181,152
836,Adv.6,Night,321,SG,TS12,30,0,3,471,40%,150%,15,20,7,6,24,8,3,100,0,1,0,-,-,-,1030,90,108,126,144,153
836,Adv.6,Night,301,SMG,MAS-38,10,0,2,208,5%,150%,15,13,4,17,60,0,0,100,0,1,0,-,-,-,471,76,91,107,122,154
836,Adv.6,Night,355,SMG,Vigneron M2,12,0,2,196,5%,150%,15,14,5,19,62,0,0,100,0,1,0,-,-,-,473,76,92,107,122,155
836,Adv.6,Night,207,AR,CZ2000,19,0,2,130,20%,150%,15,26,14,15,59,0,0,100,0,1,0,-,-,-,374,70,84,98,112,156
836,Adv.6,Night,227,AR,A-91,11,0,2,124,20%,150%,15,25,13,10,54,0,0,100,0,1,0,-,-,-,344,64,77,90,103,157
836,Adv.6,Night,279,AR,INSAS,11,0,2,122,20%,150%,15,24,13,11,51,0,0,100,0,1,0,-,-,-,336,63,75,88,100,158
836,Adv.6,Night,120,AR,ARX-160,12,0,2,110,20%,150%,15,24,12,12,53,0,0,100,0,1,0,-,-,-,322,60,72,84,96,159
836,Adv.6,Night,353,SG,MAG-7,13,0,2,272,40%,150%,15,23,5,4,19,5,5,100,0,1,0,-,-,-,559,48,58,68,78,160
836,Adv.6,Night,109,MG,Gr MG5,32,0,3,390,5%,150%,15,52,13,13,95,0,11,100,0,1,0,-,-,-,914,45,54,63,73,161
836,Adv.6,Night,320,RF,GM6 Lynx,63,0,3,204,60%,150%,15,110,54,31,30,0,0,100,0,1,0,-,Supp (Silencer) (5-Star),-,877,43,52,61,70,162
836,Adv.6,Night,313,AR,S-ACR,1,0,1,62,20%,150%,15,17,7,6,61,0,0,100,0,10,0,-,-,-,222,41,49,58,66,163
836,Adv.6,Night,327,SMG,SUB-2000,1,0,1,97,5%,150%,15,11,3,10,59,0,0,100,0,1,0,-,-,-,206,40,48,56,64,164
836,Adv.6,Night,149,MG,AEK-999,30,0,3,321,5%,150%,15,53,13,12,94,0,10,100,0,1,0,-,-,-,797,39,47,55,63,165
836,Adv.6,Night,1030,SMG,Jashin-chan,1,0,1,102,5%,150%,15,10,3,10,54,0,0,100,0,1,0,-,-,-,220,35,42,50,57,166
836,Adv.6,Night,176,SMG,TMP,1,0,1,75,5%,150%,15,12,3,12,65,0,0,100,0,1,0,-,-,-,182,35,42,49,56,167
836,Adv.6,Night,59,SMG,AK-74U,1,0,1,97,5%,150%,15,15,3,11,59,0,0,100,0,1,0,-,-,-,216,35,42,49,56,168
836,Adv.6,Night,224,SMG,PM-06,1,0,1,96,5%,150%,15,12,3,11,57,0,0,100,0,1,0,-,-,-,215,34,41,48,55,169
